,EMPLOYEE_ID,GENDER,ETHNICITY,JOB_STATUS,DEPARTMENT_TITLE,DEPARTMENT_NBR,JOB_CLASS_TITLE,EMPLOYMENT_DATE,ANNUAL_ADDITIONAL_PAY,ANNUAL_BASE_RATE,ANNUAL_RATE
14759,38852,Female,Hispanic,Active,ATTORNEY,1201,LEGAL ASSISTANT I,1990-01-29,0.0,83916.72,83916.72
8580,26506,Female,Hispanic,Active,ATTORNEY,1201,LEGAL SECRETARY III,1990-04-02,0.0,77903.28,77903.28
10578,47068,Female,Hispanic,Active,ATTORNEY,1201,SR WITNESS SVC COORD,1990-05-07,2017.27,73351.44,75368.71
3926,50162,Female,Asian,Active,ATTORNEY,1201,HEARING OFCR CITY ATTY,1990-07-11,0.0,93166.56,93166.56
8563,26899,Female,Hispanic,Active,ATTORNEY,1201,LEGAL ASSISTANT I,1990-07-11,0.0,81682.56,81682.56
14652,34295,Female,Hispanic,Active,ATTORNEY,1201,PR CLERK CITY ATTY II,1990-08-27,0.0,94482.0,94482.0
15548,50648,Female,Hispanic,Active,ATTORNEY,1201,CITY ATTY ADMIN CRD III,1993-11-10,0.0,118473.12,118473.12
4793,25179,Female,Black,Active,ATTORNEY,1201,LEGAL SECRETARY II,1994-05-02,0.0,73789.92,73789.92
17914,51923,Female,Hispanic,Active,ATTORNEY,1201,CITY ATTY ADMIN CRD III,1994-08-15,0.0,112209.12,112209.12
5577,23658,Female,Filipino,Active,ATTORNEY,1201,CITY ATTY ADMIN CRD III,1994-10-17,0.0,106279.2,106279.2
12962,51768,Female,Black,Active,ATTORNEY,1201,WITNESS SVC COORD,1995-03-30,0.0,67713.84,67713.84
691,26494,Female,Hispanic,Active,ATTORNEY,1201,EXEC LEGAL SECRETARY I,1995-07-31,0.0,86317.92,86317.92
17149,17722,Female,Caucasian,Active,ATTORNEY,1201,HEARING OFCR CITY ATTY,1995-08-28,0.0,93166.56,93166.56
1795,38759,Female,Hispanic,Active,ATTORNEY,1201,LEGAL SECRETARY II,1995-12-29,0.0,73789.92,73789.92
18435,40078,Female,Caucasian,Active,ATTORNEY,1201,LEGAL SECRETARY II,1996-03-21,0.0,73789.92,73789.92
5412,54001,Female,Caucasian,Active,ATTORNEY,1201,PARALEGAL II,1996-07-15,0.0,98323.92,98323.92
8929,24674,Female,Caucasian,Active,ATTORNEY,1201,LAW LIBRARIAN,1996-08-26,0.0,91496.16,91496.16
10357,30602,Female,Black,Active,ATTORNEY,1201,WITNESS SVC COORD,1996-10-07,0.0,67713.84,67713.84
13491,14473,Female,Black,Active,ATTORNEY,1201,LEGAL SECRETARY III,1997-03-24,0.0,77903.28,77903.28
12974,51922,Female,Asian,Active,ATTORNEY,1201,LEGAL SECRETARY II,1997-04-01,0.0,73789.92,73789.92
5904,49497,Female,Hispanic,Active,ATTORNEY,1201,LEGAL SECRETARY III,1997-04-14,0.0,77903.28,77903.28
5262,40574,Female,Hispanic,Active,ATTORNEY,1201,WITNESS SVC COORD,1997-04-28,1862.24,67713.84,69576.08
10261,35326,Female,Caucasian,Active,ATTORNEY,1201,LEGAL CLERK II,1997-06-18,0.0,56689.2,56689.2
12991,36686,Female,Caucasian,Active,ATTORNEY,1201,LEGAL SECRETARY II,1997-11-24,0.0,73789.92,73789.92
7871,16748,Female,Caucasian,Active,ATTORNEY,1201,CITY ATTY CH ADMIN ASST,1997-12-17,0.0,175120.56,175120.56
10608,42490,Female,Asian,Active,ATTORNEY,1201,CITY ATTY ADMIN CRD III,1998-02-17,0.0,103439.52,103439.52
16152,27443,Female,Asian,Active,ATTORNEY,1201,PARALEGAL II,1998-04-13,0.0,98323.92,98323.92
11707,48119,Female,Hispanic,Active,ATTORNEY,1201,PR CLERK CITY ATTY II,1998-04-20,0.0,94482.0,94482.0
4496,18802,Female,Hispanic,Active,ATTORNEY,1201,PR CLERK CITY ATTY II,1998-04-20,0.0,91955.52,91955.52
2058,31773,Female,Black,Active,ATTORNEY,1201,CITY ATTY ADMIN CRD II,1998-05-11,0.0,100307.52,100307.52
11015,40366,Female,Caucasian,Active,ATTORNEY,1201,LEGAL SECRETARY II,1998-06-08,0.0,73789.92,73789.92
6674,56637,Female,Asian,Active,ATTORNEY,1201,PARALEGAL II,1998-08-31,0.0,98323.92,98323.92
7163,13724,Female,Caucasian,Active,ATTORNEY,1201,PARALEGAL II,1998-08-31,0.0,98323.92,98323.92
17260,20592,Female,Hispanic,Active,ATTORNEY,1201,CITY ATTY INVESTGTR II,1998-09-14,0.0,89470.8,89470.8
15379,17425,Female,Asian,Active,ATTORNEY,1201,LEGAL SECRETARY II,1998-10-28,0.0,73789.92,73789.92
9763,31364,Female,Caucasian,Active,ATTORNEY,1201,LEGAL SECRETARY II,1998-11-30,0.0,68006.16,68006.16
464,19572,Female,Asian,Active,ATTORNEY,1201,SR LEGAL CLERK I,1998-12-03,0.0,62514.72,62514.72
3742,56130,Female,Filipino,Active,ATTORNEY,1201,PARALEGAL II,1998-12-07,0.0,98323.92,98323.92
3909,60482,Female,Hispanic,Active,ATTORNEY,1201,LEGAL SECRETARY III,1999-03-01,0.0,77903.28,77903.28
2762,54843,Female,Hispanic,Active,ATTORNEY,1201,LEGAL SECRETARY III,1999-05-03,0.0,77903.28,77903.28
9216,24345,Female,Hispanic,Active,ATTORNEY,1201,WITNESS SVC COORD,1999-05-10,0.0,67713.84,67713.84
17552,29034,Female,Black,Active,ATTORNEY,1201,EXEC LEGAL SECRETARY I,1999-05-17,0.0,86317.92,86317.92
16050,51251,Female,Caucasian,Active,ATTORNEY,1201,NEWS SECRETARY,1999-07-26,0.0,137056.32,137056.32
2111,44570,Female,Hispanic,Active,ATTORNEY,1201,LEGAL SECRETARY III,1999-08-11,0.0,77903.28,77903.28
9974,31097,Female,Hispanic,Active,ATTORNEY,1201,LEGAL SECRETARY II,1999-09-14,0.0,71806.32,71806.32
3577,60592,Female,Asian,Active,ATTORNEY,1201,HEARING OFCR CITY ATTY,1999-09-21,0.0,93166.56,93166.56
15821,57126,Female,Caucasian,Active,ATTORNEY,1201,LEGAL SECRETARY III,1999-11-22,0.0,77903.28,77903.28
15864,56581,Female,Asian,Active,ATTORNEY,1201,LEGAL SECRETARY II,1999-12-06,0.0,73789.92,73789.92
16545,35906,Female,Black,Active,ATTORNEY,1201,EXEC LEGAL SECRETARY I,1999-12-27,0.0,84021.12,84021.12
11092,42286,Female,Hispanic,Active,ATTORNEY,1201,LEGAL ASSISTANT I,2000-01-03,0.0,79490.16,79490.16
12984,36385,Female,Asian,Active,ATTORNEY,1201,SR LEGAL CLERK I,2000-02-14,0.0,66001.68,66001.68
718,26291,Female,Asian,Active,ATTORNEY,1201,LEGAL SECRETARY II,2000-04-10,0.0,73789.92,73789.92
14753,24311,Female,Hispanic,Active,ATTORNEY,1201,LEGAL SECRETARY II,2000-05-01,0.0,71806.32,71806.32
7846,20741,Female,Black,Active,ATTORNEY,1201,LEGAL CLERK II,2000-05-08,0.0,55185.84,55185.84
6584,58851,Female,Caucasian,Active,ATTORNEY,1201,PARALEGAL II,2000-05-15,0.0,88197.12,88197.12
13060,53591,Female,Hispanic,Active,ATTORNEY,1201,EXEC LEGAL SECRETARY I,2000-05-15,0.0,86317.92,86317.92
5633,42485,Female,Asian,Active,ATTORNEY,1201,LEGAL SECRETARY II,2000-05-15,0.0,73789.92,73789.92
8499,19079,Female,Caucasian,Active,ATTORNEY,1201,LEGAL SECRETARY III,2000-05-30,0.0,77903.28,77903.28
959,20308,Female,Asian,Active,ATTORNEY,1201,LEGAL SECRETARY II,2000-06-12,0.0,73789.92,73789.92
12443,54135,Female,Hispanic,Active,ATTORNEY,1201,LEGAL SECRETARY II,2000-07-05,0.0,73789.92,73789.92
6922,18825,Female,Caucasian,Active,ATTORNEY,1201,LEGAL ASSISTANT I,2000-07-17,0.0,83916.72,83916.72
2498,54408,Female,Black,Active,ATTORNEY,1201,SR LEGAL CLERK I,2000-08-02,0.0,66001.68,66001.68
7840,20702,Female,Hispanic,Active,ATTORNEY,1201,CITY ATTY ADMIN CRD III,2000-10-16,0.0,118473.12,118473.12
15404,47245,Female,Black,Active,ATTORNEY,1201,SR LEGAL CLERK I,2000-10-30,0.0,64226.88,64226.88
15473,51391,Female,Black,Active,ATTORNEY,1201,CITY ATTY ADMIN CRD III,2000-11-06,0.0,118473.12,118473.12
10080,36278,Female,Hispanic,Active,ATTORNEY,1201,LEGAL SECRETARY III,2001-01-08,0.0,77903.28,77903.28
1575,26612,Female,Filipino,Active,ATTORNEY,1201,CITY ATTY ADMIN CRD I,2001-01-24,0.0,84960.72,84960.72
1472,24272,Female,Hispanic,Active,ATTORNEY,1201,LEGAL CLERK II,2001-02-20,0.0,56689.2,56689.2
9888,32490,Female,Asian,Active,ATTORNEY,1201,LEGAL SECRETARY II,2001-04-23,0.0,73789.92,73789.92
6331,61741,Female,Hispanic,Active,ATTORNEY,1201,LEGAL SECRETARY II,2001-05-21,0.0,73789.92,73789.92
12545,62495,Female,Black,Active,ATTORNEY,1201,LEGAL ASSISTANT I,2001-05-21,0.0,71326.08,71326.08
16503,61820,Female,Caucasian,Active,ATTORNEY,1201,PARALEGAL II,2001-05-30,0.0,98323.92,98323.92
6615,62300,Female,Hispanic,Active,ATTORNEY,1201,LEGAL SECRETARY II,2001-05-30,0.0,73789.92,73789.92
15761,62218,Female,Hispanic,Active,ATTORNEY,1201,PARALEGAL II,2001-05-31,0.0,98323.92,98323.92
6289,53651,Female,Black,Active,ATTORNEY,1201,PARALEGAL II,2001-06-05,0.0,98323.92,98323.92
9568,30557,Female,Hispanic,Active,ATTORNEY,1201,LEGAL SECRETARY III,2001-06-05,0.0,77903.28,77903.28
7877,61779,Female,Hispanic,Active,ATTORNEY,1201,LEGAL SECRETARY II,2001-06-11,0.0,73789.92,73789.92
5683,61920,Female,Caucasian,Active,ATTORNEY,1201,LEGAL SECRETARY II,2001-06-12,0.0,73789.92,73789.92
6184,65078,Female,Hispanic,Active,ATTORNEY,1201,LEGAL SECRETARY II,2001-07-18,0.0,69885.36,69885.36
13388,69206,Female,Filipino,Active,ATTORNEY,1201,LEGAL SECRETARY III,2001-08-06,0.0,77903.28,77903.28
7245,68211,Female,Black,Active,ATTORNEY,1201,LEGAL SECRETARY II,2001-08-06,0.0,73789.92,73789.92
7321,68615,Female,Asian,Active,ATTORNEY,1201,LEGAL SECRETARY II,2001-09-04,0.0,73789.92,73789.92
7369,68903,Female,Asian,Active,ATTORNEY,1201,CITY ATTY ACCTG CLERK,2001-09-04,0.0,66126.96,66126.96
13267,69171,Female,Filipino,Active,ATTORNEY,1201,LEGAL SECRETARY II,2001-09-17,0.0,73789.92,73789.92
2320,43846,Female,Hispanic,Active,ATTORNEY,1201,CITY ATTY FINANCIAL MGR,2001-10-01,0.0,118118.16,118118.16
7131,68411,Female,Filipino,Active,ATTORNEY,1201,LEGAL SECRETARY II,2001-10-01,0.0,73789.92,73789.92
7206,68684,Female,Caucasian,Active,ATTORNEY,1201,LEGAL SECRETARY II,2001-10-01,0.0,73789.92,73789.92
18787,71094,Female,Caucasian,Active,ATTORNEY,1201,SR LEGAL ASSISTANT,2002-01-28,0.0,90619.2,90619.2
18786,71093,Female,Black,Active,ATTORNEY,1201,LEGAL SECRETARY II,2002-01-28,0.0,73789.92,73789.92
18800,71163,Female,Caucasian,Active,ATTORNEY,1201,CITY ATTY ADMIN CRD I,2002-02-06,0.0,84960.72,84960.72
18675,71307,Female,Asian,Active,ATTORNEY,1201,CITY ATTY ACCTG CLERK,2002-02-11,0.0,66126.96,66126.96
18686,71322,Female,Black,Active,ATTORNEY,1201,CITY ATTY INVESTGTR II,2002-02-19,0.0,89470.8,89470.8
18678,71312,Female,Filipino,Active,ATTORNEY,1201,LEGAL SECRETARY II,2002-02-19,0.0,73789.92,73789.92
18195,71394,Female,Hispanic,Active,ATTORNEY,1201,CITY ATTY ADMIN CRD II,2002-02-20,0.0,100307.52,100307.52
18196,71395,Female,Caucasian,Active,ATTORNEY,1201,HEARING OFCR CITY ATTY,2002-02-20,0.0,93166.56,93166.56
17767,71469,Female,Hispanic,Active,ATTORNEY,1201,PARALEGAL II,2002-03-01,0.0,98323.92,98323.92
18848,71462,Female,Hispanic,Active,ATTORNEY,1201,PARALEGAL II,2002-03-01,0.0,88197.12,88197.12
18861,71464,Female,Hispanic,Active,ATTORNEY,1201,LEGAL SECRETARY II,2002-03-01,0.0,73789.92,73789.92
17770,71476,Female,Caucasian,Active,ATTORNEY,1201,SR LEGAL CLERK II,2002-03-01,0.0,69426.0,69426.0
20277,75431,Female,Black,Active,ATTORNEY,1201,LEGAL SECRETARY II,2002-10-15,0.0,73789.92,73789.92
16153,27455,Female,Hispanic,Active,ATTORNEY,1201,CITY ATTY ADMIN CRD III,2003-01-09,0.0,118473.12,118473.12
20692,78177,Female,Asian,Active,ATTORNEY,1201,CITY ATTY ACCTG CLERK,2003-02-10,0.0,66126.96,66126.96
21050,81929,Female,Caucasian,Active,ATTORNEY,1201,CITY ATTY ADMIN CRD III,2003-06-16,0.0,92790.72,92790.72
21053,81935,Female,Caucasian,Active,ATTORNEY,1201,LEGAL SECRETARY II,2003-06-23,0.0,73789.92,73789.92
21358,83249,Female,Asian,Active,ATTORNEY,1201,PARALEGAL II,2003-07-21,0.0,88197.12,88197.12
22138,86400,Female,Asian,Active,ATTORNEY,1201,LEGAL ASSISTANT I,2003-11-17,0.0,83916.72,83916.72
24145,98442,Female,Hispanic,Active,ATTORNEY,1201,LEGAL CLERK II,2005-05-02,0.0,56689.2,56689.2
24230,98915,Female,Hispanic,Active,ATTORNEY,1201,LEGAL SECRETARY I,2005-05-27,0.0,55749.6,55749.6
23295,100606,Female,Filipino,Active,ATTORNEY,1201,LEGAL SECRETARY II,2005-07-18,0.0,73789.92,73789.92
23797,102112,Female,Filipino,Active,ATTORNEY,1201,CITY ATTY ADMIN CRD II,2005-09-12,0.0,97614.0,97614.0
23798,102114,Female,Hispanic,Active,ATTORNEY,1201,LEGAL SECRETARY III,2005-09-12,0.0,77903.28,77903.28
24038,102924,Female,Caucasian,Active,ATTORNEY,1201,LEGAL ASSISTANT I,2005-10-04,0.0,73288.8,73288.8
25540,106241,Female,Caucasian,Active,ATTORNEY,1201,LEGAL SECRETARY II,2006-02-13,0.0,73789.92,73789.92
25409,280976,Female,Hispanic,Active,ATTORNEY,1201,CITY ATTY INVESTGTR II,2006-05-22,0.0,89470.8,89470.8
35652,281718,Female,Hispanic,Active,ATTORNEY,1201,LEGAL SECRETARY II,2006-06-12,0.0,71806.32,71806.32
26694,281903,Female,Hispanic,Leave,ATTORNEY,1201,CITY ATTY INVESTGTR II,2006-06-19,0.0,87508.08,87508.08
26297,284252,Female,Hispanic,Active,ATTORNEY,1201,LEGAL SECRETARY II,2006-07-31,0.0,73789.92,73789.92
26299,284254,Female,Hispanic,Active,ATTORNEY,1201,LEGAL SECRETARY II,2006-07-31,0.0,73789.92,73789.92
26298,284253,Female,Hispanic,Active,ATTORNEY,1201,WITNESS SVC COORD,2006-07-31,0.0,64143.36,64143.36
26593,284654,Female,Hispanic,Active,ATTORNEY,1201,PARALEGAL II,2006-08-07,0.0,88197.12,88197.12
26670,287272,Female,Filipino,Active,ATTORNEY,1201,LEGAL SECRETARY II,2006-10-10,0.0,73789.92,73789.92
27387,290562,Female,Hispanic,Active,ATTORNEY,1201,CITY ATTY ACCTG CLERK,2006-12-11,0.0,54705.6,54705.6
25825,279784,Female,Hispanic,Active,ATTORNEY,1201,CITY ATTY ADMIN CRD I,2007-01-22,0.0,82684.8,82684.8
27583,292766,Female,Filipino,Active,ATTORNEY,1201,LEGAL SECRETARY II,2007-01-22,0.0,73789.92,73789.92
28455,297269,Female,Asian,Active,ATTORNEY,1201,LEGAL SECRETARY III,2007-05-07,0.0,77903.28,77903.28
28146,297659,Female,Hispanic,Active,ATTORNEY,1201,EXEC LEGAL SECRETARY I,2007-05-14,0.0,79573.68,79573.68
28168,299934,Female,Hispanic,Active,ATTORNEY,1201,LEGAL SECRETARY I,2007-06-25,0.0,63871.92,63871.92
28169,236806,Female,Black,Active,ATTORNEY,1201,SR LEGAL CLERK I,2007-06-27,0.0,66001.68,66001.68
28514,300617,Female,Asian,Active,ATTORNEY,1201,LEGAL ASSISTANT I,2007-07-11,0.0,83916.72,83916.72
29512,301954,Female,Hispanic,Active,ATTORNEY,1201,PARALEGAL II,2007-08-06,0.0,98323.92,98323.92
29511,301953,Female,Hispanic,Active,ATTORNEY,1201,LEGAL ASSISTANT I,2007-08-06,0.0,83916.72,83916.72
31058,317418,Female,Hispanic,Active,ATTORNEY,1201,LEGAL ASSISTANT I,2008-09-08,0.0,75293.28,75293.28
30691,317338,Female,Hispanic,Active,ATTORNEY,1201,LEGAL SECRETARY II,2008-09-08,0.0,73789.92,73789.92
28413,299876,Female,Hispanic,Active,ATTORNEY,1201,CITY ATTY ACCTG CLERK,2008-11-12,0.0,54705.6,54705.6
31272,320381,Female,Black,Active,ATTORNEY,1201,LEGAL SECRETARY II,2008-11-25,0.0,71806.32,71806.32
35087,358110,Female,Hispanic,Active,ATTORNEY,1201,CITY ATTY ADMIN CRD II,2013-07-01,0.0,87570.72,87570.72
35627,362029,Female,Hispanic,Active,ATTORNEY,1201,LEGAL SECRETARY II,2014-01-13,0.0,61011.36,61011.36
33843,348206,Female,Hispanic,Active,ATTORNEY,1201,LEGAL CLERK II,2014-01-13,0.0,49485.6,49485.6
35721,362293,Female,Caucasian,Active,ATTORNEY,1201,PARALEGAL I,2014-01-27,0.0,85294.8,85294.8
35753,362807,Female,Hispanic,Active,ATTORNEY,1201,WITNESS SVC COORD,2014-02-24,1458.47,53035.2,54493.67
35919,362922,Female,Asian,Active,ATTORNEY,1201,CITY ATTY ADMIN CRD II,2014-02-27,0.0,68611.68,68611.68
35872,363135,Female,Asian,Active,ATTORNEY,1201,LEGAL SECRETARY II,2014-03-10,0.0,61011.36,61011.36
35880,363145,Female,Asian,Active,ATTORNEY,1201,CITY ATTY ADMIN CRD I,2014-03-10,0.0,59695.92,59695.92
35874,363137,Female,Black,Active,ATTORNEY,1201,LEGAL CLERK I,2014-03-10,0.0,44871.12,44871.12
35879,363144,Female,Hispanic,Active,ATTORNEY,1201,SR LEGAL CLERK I,2014-03-17,0.0,57628.8,57628.8
35878,363143,Female,Black,Active,ATTORNEY,1201,SR LEGAL CLERK I,2014-03-17,0.0,51698.88,51698.88
36070,363703,Female,Hispanic,Active,ATTORNEY,1201,PARALEGAL I,2014-04-07,0.0,70532.64,70532.64
36071,363705,Female,Hispanic,Active,ATTORNEY,1201,LEGAL ASSISTANT I,2014-04-07,0.0,59006.88,59006.88
36089,364292,Female,Black,Active,ATTORNEY,1201,LEGAL CLERK II,2014-04-21,0.0,49485.6,49485.6
36120,364933,Female,Caucasian,Active,ATTORNEY,1201,CITY ATTY ADMIN CRD I,2014-05-19,0.0,63015.84,63015.84
36758,366619,Female,Black,Active,ATTORNEY,1201,LEGAL SECRETARY I,2014-07-17,0.0,46123.92,46123.92
36807,366822,Female,Caucasian,Active,ATTORNEY,1201,CITY ATTY ADMIN CRD I,2014-07-28,0.0,68361.12,68361.12
36877,367143,Female,Filipino,Active,ATTORNEY,1201,LEGAL SECRETARY II,2014-08-18,0.0,64435.68,64435.68
2259,34989,Female,Hispanic,Active,ATTORNEY,1201,WITNESS SVC COORD,2014-08-25,0.0,65897.28,65897.28
37250,62277,Female,Hispanic,Active,ATTORNEY,1201,CITY ATTY ADMIN CRD I,2014-12-01,0.0,80471.52,80471.52
37393,369174,Female,Hispanic,Active,ATTORNEY,1201,LEGAL CLERK II,2015-01-05,0.0,46875.6,46875.6
37695,370473,Female,Asian,Active,ATTORNEY,1201,LEGAL SECRETARY I,2015-03-09,0.0,50028.48,50028.48
33571,346440,Female,Hispanic,Active,ATTORNEY,1201,LEGAL SECRETARY I,2015-03-16,0.0,48692.16,48692.16
37874,370845,Female,Asian,Active,ATTORNEY,1201,LEGAL CLERK II,2015-04-06,0.0,42073.2,42073.2
38325,371210,Female,Hispanic,Active,ATTORNEY,1201,SR LEGAL CLERK II,2015-04-27,0.0,50132.88,50132.88
38222,163967,Female,Hispanic,Active,ATTORNEY,1201,LEGAL SECRETARY I,2015-04-27,0.0,47397.6,47397.6
38324,371317,Female,Black,Active,ATTORNEY,1201,LEGAL CLERK II,2015-05-04,0.0,46875.6,46875.6
38219,371405,Female,Black,Active,ATTORNEY,1201,LEGAL CLERK II,2015-05-11,0.0,46875.6,46875.6
16262,37076,Female,Hispanic,Active,ATTORNEY,1201,LEGAL CLERK I,2015-05-11,0.0,42490.8,42490.8
38134,371588,Female,Hispanic,Leave,ATTORNEY,1201,LEGAL CLERK II,2015-05-18,0.0,46875.6,46875.6
38387,371677,Female,Black,Active,ATTORNEY,1201,LEGAL SECRETARY II,2015-05-21,0.0,61011.36,61011.36
38597,371657,Female,Caucasian,Active,ATTORNEY,1201,LEGAL SECRETARY II,2015-05-26,0.0,61011.36,61011.36
38364,371949,Female,Caucasian,Active,ATTORNEY,1201,PARALEGAL I,2015-06-01,0.0,66816.0,66816.0
38634,372402,Female,Hispanic,Active,ATTORNEY,1201,LEGAL ASSISTANT I,2015-06-15,0.0,65751.12,65751.12
38481,372405,Female,Caucasian,Active,ATTORNEY,1201,LEGAL CLERK II,2015-06-15,0.0,42073.2,42073.2
39077,373482,Female,Hispanic,Active,ATTORNEY,1201,LEGAL SECRETARY II,2015-07-13,0.0,61011.36,61011.36
39140,373748,Female,Other,Active,ATTORNEY,1201,PARALEGAL I,2015-08-03,0.0,65020.32,65020.32
39307,373915,Female,Hispanic,Active,ATTORNEY,1201,LEGAL CLERK II,2015-08-10,0.0,46875.6,46875.6
26414,284071,Female,Hispanic,Active,ATTORNEY,1201,LEGAL CLERK II,2015-09-08,0.0,46875.6,46875.6
39832,374839,Female,Hispanic,Active,ATTORNEY,1201,LEGAL CLERK II,2015-10-19,0.0,42073.2,42073.2
40033,375106,Female,Hispanic,Active,ATTORNEY,1201,LEGAL CLERK II,2015-11-16,0.0,42073.2,42073.2
40767,376360,Female,Hispanic,Active,ATTORNEY,1201,CITY ATTY ADMIN CRD I,2016-02-16,0.0,58088.16,58088.16
41190,376903,Female,Hispanic,Active,ATTORNEY,1201,LEGAL SECRETARY I,2016-03-21,0.0,67442.4,67442.4
41022,377313,Female,Caucasian,Active,ATTORNEY,1201,SR LEGAL CLERK I,2016-04-18,0.0,45142.56,45142.56
41466,377635,Female,Caucasian,Active,ATTORNEY,1201,CITY ATTY ADMIN CRD II,2016-05-02,0.0,87570.72,87570.72
41883,377693,Female,Hispanic,Active,ATTORNEY,1201,LEGAL SECRETARY I,2016-05-09,0.0,46123.92,46123.92
41913,378971,Female,Asian,Active,ATTORNEY,1201,CITY ATTY ADMIN CRD I,2016-06-13,0.0,63015.84,63015.84
43364,379457,Female,Hispanic,Active,ATTORNEY,1201,LEGAL CLERK II,2016-06-27,0.0,42073.2,42073.2
42804,380700,Female,Asian,Active,ATTORNEY,1201,LEGAL CLERK II,2016-08-22,0.0,38774.16,38774.16
43073,381231,Female,Other,Active,ATTORNEY,1201,LEGAL SECRETARY I,2016-09-04,0.0,67442.4,67442.4
42289,381190,Female,Hispanic,Active,ATTORNEY,1201,LEGAL SECRETARY I,2016-09-12,0.0,67442.4,67442.4
43000,381802,Female,Hispanic,Active,ATTORNEY,1201,PARALEGAL I,2016-10-17,0.0,63287.28,63287.28
42430,381805,Female,Hispanic,Active,ATTORNEY,1201,LEGAL CLERK I,2016-10-17,0.0,36101.52,36101.52
43767,382106,Female,Hispanic,Active,ATTORNEY,1201,LEGAL CLERK II,2016-10-31,0.0,39839.04,39839.04
43488,382408,Female,Asian,Active,ATTORNEY,1201,LEGAL CLERK II,2016-11-14,0.0,38774.16,38774.16
44201,383051,Female,Hispanic,Active,ATTORNEY,1201,LEGAL ASSISTANT I,2016-12-12,0.0,81682.56,81682.56
20991,81978,Female,Caucasian,Active,ATTORNEY,1201,LEGAL CLERK II,2016-12-27,0.0,38774.16,38774.16
34516,353073,Female,Other,Active,ATTORNEY,1201,LEGAL CLERK II,2016-12-27,0.0,38774.16,38774.16
44348,383456,Female,Hispanic,Active,ATTORNEY,1201,LEGAL CLERK I,2016-12-27,0.0,35141.04,35141.04
43576,384003,Female,Asian,Active,ATTORNEY,1201,LEGAL CLERK II,2017-01-23,0.0,38774.16,38774.16
43610,384418,Female,Asian,Active,ATTORNEY,1201,LEGAL SECRETARY I,2017-02-21,0.0,46123.92,46123.92
43905,384641,Female,Hispanic,Active,ATTORNEY,1201,LEGAL CLERK I,2017-03-06,0.0,35141.04,35141.04
44112,385084,Female,Caucasian,Active,ATTORNEY,1201,LEGAL SECRETARY I,2017-03-20,0.0,55749.6,55749.6
44515,385089,Female,Hispanic,Active,ATTORNEY,1201,LEGAL CLERK I,2017-03-20,1985.69,36101.52,38087.21
44296,385208,Female,Black,Active,ATTORNEY,1201,CITY ATTY INVESTGTR I,2017-03-28,0.0,53411.04,53411.04
41093,377083,Female,Hispanic,Active,ATTORNEY,1201,LEGAL CLERK I,2017-04-03,1338.41,48671.28,50009.69
45775,385749,Female,Hispanic,Active,ATTORNEY,1201,LEGAL SECRETARY I,2017-04-24,0.0,55749.6,55749.6
32357,332937,Female,Hispanic,Active,ATTORNEY,1201,LEGAL CLERK II,2017-05-01,0.0,49485.6,49485.6
45375,387419,Female,Hispanic,Active,ATTORNEY,1201,LEGAL CLERK II,2017-05-30,0.0,49485.6,49485.6
46459,388336,Female,Hispanic,Active,ATTORNEY,1201,CITY ATTY INVESTGTR I,2017-06-26,0.0,78112.08,78112.08
47730,388801,Female,Hispanic,Active,ATTORNEY,1201,LEGAL SECRETARY I,2017-07-10,0.0,52826.4,52826.4
47432,389421,Female,Hispanic,Active,ATTORNEY,1201,LEGAL SECRETARY I,2017-07-31,0.0,67442.4,67442.4
46577,389742,Female,Hispanic,Active,ATTORNEY,1201,LEGAL CLERK I,2017-08-07,0.0,35141.04,35141.04
47830,389764,Female,Caucasian,Active,ATTORNEY,1201,LEGAL CLERK I,2017-08-07,0.0,35141.04,35141.04
46942,391002,Female,Caucasian,Active,ATTORNEY,1201,LEGAL SECRETARY I,2017-10-02,0.0,50028.48,50028.48
48074,393039,Female,Hispanic,Active,ATTORNEY,1201,LEGAL CLERK I,2017-11-13,0.0,42490.8,42490.8
48214,393040,Female,Caucasian,Active,ATTORNEY,1201,LEGAL CLERK I,2017-11-13,0.0,40256.64,40256.64
47205,388777,Female,Caucasian,Active,ATTORNEY,1201,LEGAL SECRETARY I,2017-11-27,0.0,65625.84,65625.84
48388,393332,Female,Black,Active,ATTORNEY,1201,LEGAL CLERK I,2017-11-27,0.0,35141.04,35141.04
6614,55489,Female,Caucasian,Active,ATTORNEY - ATTY,1202,ASST CITY ATTORNEY,1970-03-30,0.0,228260.16,228260.16
4979,29527,Female,Caucasian,Active,ATTORNEY - ATTY,1202,SR ASST CITY ATTY,1973-12-10,0.0,247615.92,247615.92
16109,24681,Female,Caucasian,Active,ATTORNEY - ATTY,1202,SR ASST CITY ATTY,1976-09-13,0.0,247615.92,247615.92
3573,13995,Female,Caucasian,Active,ATTORNEY - ATTY,1202,CH ASST CITY ATTY,1979-04-02,0.0,254381.04,254381.04
18455,56727,Female,Hispanic,Active,ATTORNEY - ATTY,1202,DEPUTY CITY ATTY IV,1980-03-31,0.0,213748.56,213748.56
2779,47002,Female,Asian,Active,ATTORNEY - ATTY,1202,ASST CITY ATTORNEY,1980-09-29,0.0,234545.04,234545.04
15091,10977,Female,Caucasian,Active,ATTORNEY - ATTY,1202,SR ASST CITY ATTY,1981-10-05,0.0,234545.04,234545.04
