,EMPLOYEE_ID,GENDER,ETHNICITY,JOB_STATUS,DEPARTMENT_TITLE,DEPARTMENT_NBR,JOB_CLASS_TITLE,EMPLOYMENT_DATE,ANNUAL_ADDITIONAL_PAY,ANNUAL_BASE_RATE,ANNUAL_RATE
33466,344694,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER II,2012-01-30,3758.4,93792.96,97551.36
33475,344751,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2012-01-30,3758.4,93792.96,97551.36
33476,344756,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER II,2012-01-30,3758.4,93792.96,97551.36
33423,344760,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2012-01-30,1879.2,93792.96,95672.16
33462,344988,Female,Other,Active,POLICE,4302,POLICE SPECIAL INVESTIGATOR,2012-02-13,0.0,122523.84,122523.84
33533,345738,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER II,2012-03-27,3758.4,93792.96,97551.36
32873,340672,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2012-03-27,1879.2,93792.96,95672.16
33531,345736,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2012-03-27,939.6,93792.96,94732.56
33535,345744,Female,Black,Active,POLICE,4301,POLICE OFFICER II,2012-03-27,3570.48,88886.16,92456.64
33532,345737,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER II,2012-03-27,897.84,88886.16,89784.0
33565,345706,Female,Black,Active,POLICE,4302,SECURITY OFFICER,2012-03-27,0.0,55686.96,55686.96
21088,92988,Female,Hispanic,Active,POLICE,4302,ADMINISTRATIVE CLERK,2012-04-16,0.0,44244.72,44244.72
33706,346997,Female,Hispanic,Active,POLICE,4301,POLICE DETECTIVE I,2012-05-21,2088.0,104608.8,106696.8
32923,340687,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER III,2012-05-21,3946.32,99159.12,103105.44
33680,346964,Female,Black,Active,POLICE,4301,POLICE OFFICER III,2012-05-21,3946.32,99159.12,103105.44
33709,347000,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER III,2012-05-21,2964.96,99159.12,102124.08
33705,346996,Female,Asian,Active,POLICE,4301,POLICE OFFICER II,2012-05-21,3758.4,93792.96,97551.36
33684,346971,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2012-05-21,2672.64,88886.16,91558.8
33690,346980,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2012-05-21,2672.64,88886.16,91558.8
28797,304295,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2012-05-21,1795.68,88886.16,90681.84
33674,346953,Female,Asian,Active,POLICE,4301,POLICE OFFICER II,2012-05-21,1795.68,88886.16,90681.84
33785,347700,Female,Other,Active,POLICE,4302,CRIMINALIST II,2012-06-18,0.0,115779.6,115779.6
33969,347674,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2012-06-18,3758.4,93792.96,97551.36
33935,347645,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2012-06-18,3570.48,88886.16,92456.64
33964,347667,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2012-06-18,2672.64,88886.16,91558.8
33925,347603,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER II,2012-06-18,897.84,88886.16,89784.0
33928,347613,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER II,2012-06-18,2547.36,84793.68,87341.04
33963,347666,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2012-06-18,2547.36,84793.68,87341.04
33952,348264,Female,Caucasian,Active,POLICE,4302,CRIMINALIST II,2012-06-28,0.0,118953.36,118953.36
5938,39689,Female,Hispanic,Active,POLICE,4302,SYSTEMS PROGRAMMER I,2012-07-01,0.0,124507.44,124507.44
33993,349065,Female,Caucasian,Active,POLICE,4302,ADMINISTRATIVE CLERK,2012-07-26,3274.77,39692.88,42967.65
34029,349226,Female,Filipino,Active,POLICE,4301,POLICE OFFICER III,2012-08-13,3946.32,99159.12,103105.44
34059,349191,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2012-08-13,3758.4,93792.96,97551.36
34056,349187,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER II,2012-08-13,2818.8,93792.96,96611.76
34071,349206,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2012-08-13,939.6,93792.96,94732.56
34064,349199,Female,American Indian,Active,POLICE,4301,POLICE OFFICER II,2012-08-13,856.08,84793.68,85649.76
34088,349346,Female,Black,Active,POLICE,4302,DETENTION OFFICER,2012-08-13,0.0,47898.72,47898.72
34232,350098,Female,Asian,Active,POLICE,4302,POLICE SPECIAL INVESTIGATOR,2012-10-01,0.0,125885.52,125885.52
34229,350351,Female,Hispanic,Active,POLICE,4302,ADMINISTRATIVE CLERK,2012-10-01,0.0,38628.0,38628.0
1732,40611,Female,Asian,Active,POLICE,4301,POLICE DETECTIVE I,2012-10-09,4176.0,104608.8,108784.8
34167,350446,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER II,2012-10-09,3758.4,93792.96,97551.36
34237,350432,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2012-10-09,3758.4,93792.96,97551.36
34187,350424,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2012-10-09,2547.36,84793.68,87341.04
34349,351764,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2012-12-03,3758.4,93792.96,97551.36
34343,351756,Female,Other,Active,POLICE,4301,POLICE OFFICER II,2012-12-03,2818.8,93792.96,96611.76
34342,351754,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2012-12-03,3570.48,88886.16,92456.64
34346,351759,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER II,2012-12-03,2672.64,88886.16,91558.8
34352,351772,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2012-12-03,2672.64,88886.16,91558.8
34353,351774,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2012-12-03,3403.44,84793.68,88197.12
26092,282035,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2012-12-03,2547.36,84793.68,87341.04
33014,341535,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2012-12-03,2547.36,84793.68,87341.04
34371,351784,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2012-12-03,2547.36,84793.68,87341.04
28715,302789,Female,Hispanic,Active,POLICE,4302,SR ADMINISTRATIVE CLERK,2013-02-09,5298.56,64226.88,69525.44
34504,353226,Female,Asian,Active,POLICE,4302,CRIMINALIST I,2013-02-11,0.0,73100.88,73100.88
34481,353629,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2013-02-25,3758.4,93792.96,97551.36
33558,345783,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2013-02-25,0.0,93792.96,93792.96
34496,353655,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER II,2013-02-25,3570.48,88886.16,92456.64
34482,353633,Female,Black,Active,POLICE,4301,POLICE OFFICER II,2013-02-25,2672.64,88886.16,91558.8
34493,353651,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2013-02-25,897.84,88886.16,89784.0
34560,354700,Female,Other,Active,POLICE,4301,POLICE OFFICER II,2013-03-26,2818.8,93792.96,96611.76
34561,354702,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2013-03-26,2818.8,93792.96,96611.76
34571,354715,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2013-03-26,3570.48,88886.16,92456.64
34558,354696,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2013-03-26,0.0,88886.16,88886.16
34779,355189,Female,Hispanic,Active,POLICE,4302,DETENTION OFFICER,2013-04-18,4651.02,56376.0,61027.02
34780,355190,Female,Hispanic,Active,POLICE,4302,DETENTION OFFICER,2013-04-18,4651.02,56376.0,61027.02
34642,356258,Female,Black,Active,POLICE,4301,POLICE OFFICER II,2013-05-20,3570.48,88886.16,92456.64
34635,356250,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2013-05-20,897.84,88886.16,89784.0
31143,317837,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2013-05-20,2547.36,84793.68,87341.04
34679,356310,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2013-05-20,2547.36,84793.68,87341.04
34835,357093,Female,Black,Active,POLICE,4302,ADMINISTRATIVE CLERK,2013-06-04,0.0,37584.0,37584.0
9460,27878,Female,Black,Active,POLICE,4302,PERSONNEL ANALYST,2013-06-17,0.0,100307.52,100307.52
34861,357394,Female,Asian,Active,POLICE,4301,POLICE OFFICER II,2013-06-17,3758.4,93792.96,97551.36
34843,357365,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2013-06-17,2672.64,88886.16,91558.8
34241,350438,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2013-06-17,2547.36,84793.68,87341.04
34849,357373,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2013-06-17,0.0,84793.68,84793.68
35079,358680,Female,Asian,Active,POLICE,4302,CRIMINALIST I,2013-07-25,0.0,73100.88,73100.88
35218,358981,Female,Caucasian,Active,POLICE,4302,CRIMINALIST I,2013-07-29,0.0,65584.08,65584.08
35134,359057,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2013-08-12,2401.2,79740.72,82141.92
35389,359202,Female,Asian,Active,POLICE,4302,CRIMINALIST II,2013-08-19,0.0,115779.6,115779.6
35378,359198,Female,Hispanic,Active,POLICE,4302,DETENTION OFFICER,2013-08-19,0.0,62869.68,62869.68
35418,359216,Female,Hispanic,Active,POLICE,4302,DETENTION OFFICER,2013-08-19,0.0,62869.68,62869.68
35390,359284,Female,Asian,Active,POLICE,4302,CRIMINALIST II,2013-08-26,0.0,115779.6,115779.6
35416,359488,Female,Hispanic,Active,POLICE,4302,CRIMINALIST II,2013-09-03,0.0,115779.6,115779.6
26134,282559,Female,Asian,Active,POLICE,4301,POLICE OFFICER III,2013-10-07,11546.64,99159.12,110705.76
35465,360493,Female,Hispanic,Active,POLICE,4302,ADMINISTRATIVE CLERK,2013-10-21,0.0,44244.72,44244.72
35464,360492,Female,Asian,Active,POLICE,4302,ADMINISTRATIVE CLERK,2013-10-21,0.0,41906.16,41906.16
30411,313293,Female,Caucasian,Active,POLICE,4302,POLICE SPECIAL INVESTIGATOR,2013-11-03,0.0,129351.6,129351.6
35556,361090,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER II,2013-12-02,3570.48,88886.16,92456.64
34370,351782,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2013-12-02,2672.64,88886.16,91558.8
35557,361091,Female,Other,Active,POLICE,4301,POLICE OFFICER II,2013-12-02,2672.64,88886.16,91558.8
35560,361095,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2013-12-02,2672.64,88886.16,91558.8
35554,361088,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2013-12-02,2547.36,84793.68,87341.04
21444,84499,Female,Black,Active,POLICE,4302,SR ADMINISTRATIVE CLERK,2013-12-04,4265.26,51698.88,55964.14
35565,361591,Female,Filipino,Active,POLICE,4302,ADMINISTRATIVE CLERK,2013-12-16,7595.36,53473.68,61069.04
47770,361469,Female,Hispanic,Active,POLICE,4302,ADMINISTRATIVE CLERK,2013-12-16,0.0,50654.88,50654.88
32592,337622,Female,Hispanic,Active,POLICE,4302,DETENTION OFFICER,2014-01-06,1636.99,59528.88,61165.87
35641,361769,Female,Hispanic,Active,POLICE,4302,DETENTION OFFICER,2014-01-06,1636.99,59528.88,61165.87
35689,361707,Female,Hispanic,Active,POLICE,4302,DETENTION OFFICER,2014-01-06,1636.99,59528.88,61165.87
35706,361789,Female,Hispanic,Active,POLICE,4302,DETENTION OFFICER,2014-01-06,0.0,59528.88,59528.88
35610,362217,Female,American Indian,Active,POLICE,4301,POLICE OFFICER II,2014-01-27,1795.68,88886.16,90681.84
35625,362236,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2014-01-27,2547.36,84793.68,87341.04
35664,362198,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2014-01-27,2547.36,84793.68,87341.04
35615,362222,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2014-01-27,2401.2,79740.72,82141.92
35616,362223,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2014-01-27,2401.2,79740.72,82141.92
35666,362200,Female,Filipino,Active,POLICE,4301,POLICE OFFICER II,2014-01-27,2401.2,79740.72,82141.92
35793,362730,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2014-02-24,3570.48,88886.16,92456.64
35821,362751,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2014-02-24,3570.48,88886.16,92456.64
34644,356262,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2014-02-24,2547.36,84793.68,87341.04
35792,362729,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER II,2014-02-24,2547.36,84793.68,87341.04
35852,362899,Female,Caucasian,Active,POLICE,4302,CRIMINALIST II,2014-03-03,0.0,106738.56,106738.56
35773,363278,Female,Asian,Active,POLICE,4302,CRIMINALIST I,2014-03-10,0.0,73100.88,73100.88
32885,340621,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2014-03-24,1879.2,93792.96,95672.16
35741,363417,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2014-03-24,3570.48,88886.16,92456.64
35742,363418,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER II,2014-03-24,2672.64,88886.16,91558.8
35912,363401,Female,Black,Active,POLICE,4301,POLICE OFFICER II,2014-03-24,1795.68,88886.16,90681.84
34680,356311,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2014-03-24,2401.2,79740.72,82141.92
36055,364127,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2014-04-21,3570.48,88886.16,92456.64
33021,341542,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2014-04-21,2401.2,79740.72,82141.92
36198,364631,Female,Hispanic,Active,POLICE,4302,SECRETARY,2014-05-04,0.0,50425.2,50425.2
20931,80355,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER III,2014-05-19,2964.96,99159.12,102124.08
19116,70254,Female,Other,Active,POLICE,4301,POLICE OFFICER II,2014-05-19,2818.8,96382.08,99200.88
36148,364865,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2014-05-19,3570.48,88886.16,92456.64
36153,364877,Female,Asian,Active,POLICE,4301,POLICE OFFICER II,2014-05-19,2672.64,88886.16,91558.8
36203,364858,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2014-05-19,2672.64,88886.16,91558.8
36247,364901,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER II,2014-05-19,2672.64,88886.16,91558.8
36378,365367,Female,Other,Active,POLICE,4302,POLICE PERFORM AUD III,2014-06-10,0.0,97968.96,97968.96
36408,365672,Female,Black,Active,POLICE,4302,ADMINISTRATIVE CLERK,2014-06-15,3186.81,38628.0,41814.81
36579,365856,Female,Black,Active,POLICE,4302,POLICE PERFORM AUD III,2014-06-16,0.0,106279.2,106279.2
36266,365549,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2014-06-16,3403.44,84793.68,88197.12
36267,365551,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2014-06-16,2401.2,79740.72,82141.92
36641,365796,Female,Hispanic,Active,POLICE,4302,ADMINISTRATIVE CLERK,2014-06-17,0.0,39692.88,39692.88
20868,89029,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2014-07-10,2818.8,96382.08,99200.88
36639,366471,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2014-07-14,2672.64,88886.16,91558.8
36638,366469,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER II,2014-07-14,2547.36,84793.68,87341.04
4516,34505,Female,Caucasian,Active,POLICE,4302,POLICE SERVICE REP II,2014-07-27,3925.44,71367.84,75293.28
36762,366741,Female,Hispanic,Active,POLICE,4302,POLICE SERVICE REP II,2014-07-28,8068.82,73351.44,81420.26
36772,366755,Female,Hispanic,Active,POLICE,4302,POLICE SERVICE REP II,2014-07-28,8068.82,73351.44,81420.26
36760,366727,Female,Hispanic,Active,POLICE,4302,POLICE SERVICE REP II,2014-07-28,4034.54,73351.44,77385.98
36741,366721,Female,Hispanic,Active,POLICE,4302,POLICE SERVICE REP II,2014-07-28,3925.44,71367.84,75293.28
36821,366752,Female,Hispanic,Active,POLICE,4302,POLICE SERVICE REP II,2014-07-28,3925.44,71367.84,75293.28
36745,366726,Female,Black,Active,POLICE,4302,POLICE SERVICE REP II,2014-07-28,3925.18,71367.84,75293.02
36824,366757,Female,Hispanic,Active,POLICE,4302,POLICE SERVICE REP II,2014-07-28,3925.18,71367.84,75293.02
33506,345104,Female,Hispanic,Active,POLICE,4302,POLICE SERVICE REP II,2014-07-28,0.0,71367.84,71367.84
36742,366722,Female,Hispanic,Active,POLICE,4302,POLICE SERVICE REP II,2014-07-28,0.0,71367.84,71367.84
36769,366750,Female,Black,Active,POLICE,4302,POLICE SERVICE REP II,2014-07-28,0.0,71367.84,71367.84
36823,366756,Female,Black,Active,POLICE,4302,POLICE SERVICE REP II,2014-07-28,0.0,71367.84,71367.84
36673,367015,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2014-08-11,3403.44,84793.68,88197.12
36815,366989,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2014-08-11,2547.36,84793.68,87341.04
36843,367006,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2014-08-11,2547.36,84793.68,87341.04
36842,366999,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2014-08-11,2150.64,71534.88,73685.52
36896,367377,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2014-09-08,3403.44,84793.68,88197.12
36907,367390,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2014-09-08,3403.44,84793.68,88197.12
36902,367383,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2014-09-08,2401.2,79740.72,82141.92
36920,367407,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2014-09-08,0.0,79740.72,79740.72
37009,368010,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2014-10-06,2547.36,84793.68,87341.04
36990,367986,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2014-10-06,2401.2,79740.72,82141.92
37007,368007,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2014-10-06,0.0,79740.72,79740.72
36995,367994,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2014-10-06,2275.92,75564.72,77840.64
25388,283572,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2014-11-02,5637.6,96382.08,102019.68
37133,368387,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER II,2014-11-03,3570.48,88886.16,92456.64
37146,368396,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER II,2014-11-03,3403.44,84793.68,88197.12
37125,368372,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2014-11-03,2547.36,84793.68,87341.04
35116,144323,Female,Hispanic,Active,POLICE,4302,BACKGROUND INVESTGR I,2014-11-03,0.0,73915.2,73915.2
37228,368820,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER II,2014-12-01,3403.44,84793.68,88197.12
37229,368821,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2014-12-01,3403.44,84793.68,88197.12
37240,368848,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2014-12-01,2547.36,84793.68,87341.04
31615,323784,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2014-12-01,2275.92,75564.72,77840.64
17485,69619,Female,Black,Active,POLICE,4302,DETENTION OFFICER,2015-01-12,0.0,66356.64,66356.64
37389,369290,Female,Hispanic,Active,POLICE,4302,DETENTION OFFICER,2015-01-12,4651.02,56376.0,61027.02
37401,369261,Female,Hispanic,Active,POLICE,4302,DETENTION OFFICER,2015-01-12,3100.68,56376.0,59476.68
37534,369353,Female,Hispanic,Active,POLICE,4302,DETENTION OFFICER,2015-01-12,1550.34,56376.0,57926.34
37416,369274,Female,Hispanic,Active,POLICE,4302,DETENTION OFFICER,2015-01-12,0.0,56376.0,56376.0
13563,59121,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2015-01-25,5469.26,96382.08,101851.34
26362,285859,Female,Black,Active,POLICE,4301,POLICE OFFICER II,2015-01-25,2818.8,96382.08,99200.88
35644,362112,Female,Hispanic,Active,POLICE,4302,ADMINISTRATIVE CLERK,2015-01-25,0.0,39692.88,39692.88
37533,369503,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2015-01-26,2275.92,75564.72,77840.64
37539,369505,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2015-01-26,2275.92,75564.72,77840.64
37544,369482,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2015-01-26,2275.92,75564.72,77840.64
37538,369485,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER II,2015-01-26,2150.64,71534.88,73685.52
6787,59388,Female,Filipino,Active,POLICE,4302,MANAGEMENT ANALYST,2015-02-07,0.0,78571.44,78571.44
37583,369682,Female,Caucasian,Active,POLICE,4302,DETENTION OFFICER,2015-02-09,0.0,56376.0,56376.0
32615,337212,Female,Caucasian,Active,POLICE,4302,CRIMINALIST II,2015-02-17,0.0,118953.36,118953.36
170,21537,Female,Caucasian,Active,POLICE,4302,MANAGEMENT ANALYST,2015-02-22,0.0,100307.52,100307.52
37565,369920,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER II,2015-02-23,2275.92,75564.72,77840.64
37566,369928,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2015-02-23,2275.92,75564.72,77840.64
37626,369919,Female,Hispanic,Active,POLICE,4301,POLICE OFFICER II,2015-02-23,2275.92,75564.72,77840.64
11962,45404,Female,Filipino,Active,POLICE,4302,CRIME & INTEL ANLYST II,2015-02-26,0.0,100307.52,100307.52
13961,24989,Female,Filipino,Active,POLICE,4302,SR PERSONNEL ANALYST I,2015-03-03,0.0,113754.24,113754.24
26813,286755,Female,Filipino,Active,POLICE,4302,MANAGEMENT ANALYST,2015-03-03,0.0,76462.56,76462.56
37691,370482,Female,Filipino,Active,POLICE,4302,PROPERTY OFFICER,2015-03-09,1466.04,53306.64,54772.68
37717,370548,Female,Hispanic,Active,POLICE,4302,POLICE SERVICE REP II,2015-03-16,7437.2,67609.44,75046.64
37665,370549,Female,Hispanic,Active,POLICE,4302,POLICE SERVICE REP II,2015-03-16,3718.47,67609.44,71327.91
37718,370554,Female,Black,Active,POLICE,4302,POLICE SERVICE REP II,2015-03-16,3718.47,67609.44,71327.91
37753,370576,Female,Caucasian,Active,POLICE,4302,POLICE SERVICE REP II,2015-03-16,3718.47,67609.44,71327.91
37778,370558,Female,Hispanic,Active,POLICE,4302,POLICE SERVICE REP II,2015-03-16,3718.47,67609.44,71327.91
37791,370543,Female,Caucasian,Active,POLICE,4302,POLICE SERVICE REP II,2015-03-16,3718.47,67609.44,71327.91
37719,370556,Female,Other,Active,POLICE,4302,POLICE SERVICE REP II,2015-03-16,0.0,67609.44,67609.44
37722,370579,Female,Black,Active,POLICE,4302,POLICE SERVICE REP II,2015-03-16,0.0,67609.44,67609.44
37777,370545,Female,Hispanic,Active,POLICE,4302,POLICE SERVICE REP II,2015-03-16,0.0,67609.44,67609.44
37731,370526,Female,Black,Active,POLICE,4302,POLICE SERVICE REP II,2015-03-16,3522.2,64038.96,67561.16
37779,370559,Female,Hispanic,Active,POLICE,4302,POLICE SERVICE REP II,2015-03-16,3521.93,64038.96,67560.89
37738,370538,Female,Black,Active,POLICE,4302,POLICE SERVICE REP II,2015-03-16,0.0,64038.96,64038.96
37826,370580,Female,Hispanic,Active,POLICE,4302,POLICE SERVICE REP II,2015-03-16,0.0,64038.96,64038.96
32394,333314,Female,Caucasian,Active,POLICE,4301,POLICE OFFICER III,2015-03-23,3403.44,84793.68,88197.12
37740,370676,Female,Black,Active,POLICE,4301,POLICE OFFICER II,2015-03-23,2275.92,75564.72,77840.64
